,datadate,turbulence
0,20120104,0.0
1,20120105,0.0
2,20120106,0.0
3,20120109,0.0
4,20120110,0.0
5,20120111,0.0
6,20120112,0.0
7,20120113,0.0
8,20120116,0.0
9,20120117,0.0
10,20120118,0.0
11,20120119,0.0
12,20120120,0.0
13,20120130,0.0
14,20120131,0.0
15,20120201,0.0
16,20120202,0.0
17,20120203,0.0
18,20120206,0.0
19,20120207,0.0
20,20120208,0.0
21,20120209,0.0
22,20120210,0.0
23,20120213,0.0
24,20120214,0.0
25,20120215,0.0
26,20120216,0.0
27,20120217,0.0
28,20120220,0.0
29,20120221,0.0
30,20120222,0.0
31,20120223,0.0
32,20120224,0.0
33,20120227,0.0
34,20120228,0.0
35,20120229,0.0
36,20120301,0.0
37,20120302,0.0
38,20120305,0.0
39,20120306,0.0
40,20120307,0.0
41,20120308,0.0
42,20120309,0.0
43,20120312,0.0
44,20120313,0.0
45,20120314,0.0
46,20120315,0.0
47,20120316,0.0
48,20120319,0.0
49,20120320,0.0
50,20120321,0.0
51,20120322,0.0
52,20120323,0.0
53,20120326,0.0
54,20120327,0.0
55,20120328,0.0
56,20120329,0.0
57,20120330,0.0
58,20120405,0.0
59,20120406,0.0
60,20120409,0.0
61,20120410,0.0
62,20120411,0.0
63,20120412,0.0
64,20120413,0.0
65,20120416,0.0
66,20120417,0.0
67,20120418,0.0
68,20120419,0.0
69,20120420,0.0
70,20120423,0.0
71,20120424,0.0
72,20120425,0.0
73,20120426,0.0
74,20120427,0.0
75,20120502,0.0
76,20120503,0.0
77,20120504,0.0
78,20120507,0.0
79,20120508,0.0
80,20120509,0.0
81,20120510,0.0
82,20120511,0.0
83,20120514,0.0
84,20120515,0.0
85,20120516,0.0
86,20120517,0.0
87,20120518,0.0
88,20120521,0.0
89,20120522,0.0
90,20120523,0.0
91,20120524,0.0
92,20120525,0.0
93,20120528,0.0
94,20120529,0.0
95,20120530,0.0
96,20120531,0.0
97,20120601,0.0
98,20120604,0.0
99,20120605,0.0
100,20120606,0.0
101,20120607,0.0
102,20120608,0.0
103,20120611,0.0
104,20120612,0.0
105,20120613,0.0
106,20120614,0.0
107,20120615,0.0
108,20120618,0.0
109,20120619,0.0
110,20120620,0.0
111,20120621,0.0
112,20120625,0.0
113,20120626,0.0
114,20120627,0.0
115,20120628,0.0
116,20120629,0.0
117,20120702,0.0
118,20120703,0.0
119,20120704,0.0
120,20120705,0.0
121,20120706,0.0
122,20120709,0.0
123,20120710,0.0
124,20120711,0.0
125,20120712,0.0
126,20120713,0.0
127,20120716,0.0
128,20120717,0.0
129,20120718,0.0
130,20120719,0.0
131,20120720,0.0
132,20120723,0.0
133,20120724,0.0
134,20120725,0.0
135,20120726,0.0
136,20120727,0.0
137,20120730,0.0
138,20120731,0.0
139,20120801,0.0
140,20120802,0.0
141,20120803,0.0
142,20120806,0.0
143,20120807,0.0
144,20120808,0.0
145,20120809,0.0
146,20120810,0.0
147,20120813,0.0
148,20120814,0.0
149,20120815,0.0
150,20120816,0.0
151,20120817,0.0
152,20120820,0.0
153,20120821,0.0
154,20120822,0.0
155,20120823,0.0
156,20120824,0.0
157,20120827,0.0
158,20120828,0.0
159,20120829,0.0
160,20120830,0.0
161,20120831,0.0
162,20120903,0.0
163,20120904,0.0
164,20120905,0.0
165,20120906,0.0
166,20120907,0.0
167,20120910,0.0
168,20120911,0.0
169,20120912,0.0
170,20120913,0.0
171,20120914,0.0
172,20120917,0.0
173,20120918,0.0
174,20120919,0.0
175,20120920,0.0
176,20120921,0.0
177,20120924,0.0
178,20120925,0.0
179,20120926,0.0
180,20120927,0.0
181,20120928,0.0
182,20121008,0.0
183,20121009,0.0
184,20121010,0.0
185,20121011,0.0
186,20121012,0.0
187,20121015,0.0
188,20121016,0.0
189,20121017,0.0
190,20121018,0.0
191,20121019,0.0
192,20121022,0.0
193,20121023,0.0
194,20121024,0.0
195,20121025,0.0
196,20121026,0.0
197,20121029,0.0
198,20121030,0.0
199,20121031,0.0
200,20121101,0.0
201,20121102,0.0
202,20121105,0.0
203,20121106,0.0
204,20121107,0.0
205,20121108,0.0
206,20121109,0.0
207,20121112,0.0
208,20121113,0.0
209,20121114,0.0
210,20121115,0.0
211,20121116,0.0
212,20121119,0.0
213,20121120,0.0
214,20121121,0.0
215,20121122,0.0
216,20121123,0.0
217,20121126,0.0
218,20121127,0.0
219,20121128,0.0
220,20121129,0.0
221,20121130,0.0
222,20121203,0.0
223,20121204,0.0
224,20121205,0.0
225,20121206,0.0
226,20121207,0.0
227,20121210,0.0
228,20121211,0.0
229,20121212,0.0
230,20121213,0.0
231,20121214,0.0
232,20121217,0.0
233,20121218,0.0
234,20121219,0.0
235,20121220,0.0
236,20121221,0.0
237,20121224,0.0
238,20121225,0.0
239,20121226,0.0
240,20121227,0.0
241,20121228,0.0
242,20121231,0.0
243,20130104,0.0
244,20130107,0.0
245,20130108,0.0
246,20130109,0.0
247,20130110,0.0
248,20130111,0.0
249,20130114,0.0
250,20130115,0.0
251,20130116,0.0
252,20130117,0.0
253,20130118,0.0
254,20130121,29.070236716057693
255,20130122,38.467170377591195
256,20130123,31.650407314647772
257,20130124,36.528103454941416
258,20130125,44.642383417436974
259,20130128,68.20608891666757
260,20130129,71.85189581166011
261,20130130,72.54254686050277
262,20130131,84.04330696373688
263,20130201,88.84638013265428
264,20130204,95.91557391247879
265,20130205,54.981380098822406
266,20130206,52.84999077013393
267,20130207,44.2520139760547
268,20130208,44.78695983945383
269,20130218,43.61933655866323
270,20130219,46.03518841368038
271,20130220,56.68632378300911
272,20130221,32.99781210227268
273,20130222,25.194287157068494
274,20130225,32.96358123895259
275,20130226,32.78900134331185
276,20130227,29.282332010287917
277,20130228,28.165037308027447
278,20130301,31.895361516020486
279,20130304,36.88890028165296
280,20130305,36.40635224284509
281,20130306,28.890323229673527
282,20130307,23.965054664558473
283,20130308,21.73435682178113
284,20130311,19.526458963355296
285,20130312,19.822203132850248
286,20130313,21.87921512530511
287,20130314,21.56328995246058
288,20130315,29.646601399906075
289,20130318,17.877803141237962
290,20130319,15.31750383705802
291,20130320,14.237954444086583
292,20130321,15.747213779948666
293,20130322,20.75228511359597
294,20130325,17.390005377863357
295,20130326,15.082756469079978
296,20130327,14.426245991953927
297,20130328,27.52102926379731
298,20130329,20.334524648672208
299,20130401,17.701884807955487
300,20130402,19.626766891112762
301,20130403,15.446088529708323
302,20130408,19.949097518953195
303,20130409,14.411782308348595
304,20130410,9.737380534196012
305,20130411,12.661530180601872
306,20130412,10.48206028544015
307,20130415,14.964569992335877
308,20130416,14.487721659778291
309,20130417,14.254595712588209
310,20130418,12.506410095098948
311,20130419,11.516472359271653
312,20130422,15.495329637387695
313,20130423,17.817803246152568
314,20130424,11.739202761474942
315,20130425,14.58209042129264
316,20130426,16.1150657391215
317,20130502,19.61551727254213
318,20130503,19.12257534549325
319,20130506,14.409463921802406
320,20130507,10.702012803248573
321,20130508,12.755160297566952
322,20130509,13.330861446197831
323,20130510,19.908984893264382
324,20130513,35.68903710626921
325,20130514,47.10241710112579
326,20130515,52.23919160345449
327,20130516,50.97724586241303
328,20130517,34.25626265943375
329,20130520,31.97632439371671
330,20130521,24.12714563244225
331,20130522,36.07903509470492
332,20130523,28.509283017722783
333,20130524,28.431948927787033
334,20130527,25.035283410670445
335,20130528,28.306617754873944
336,20130529,23.564490506966862
337,20130530,30.206717679786653
338,20130531,23.605639122893933
339,20130603,23.27589240846051
340,20130604,24.144139268488424
341,20130605,19.405744070929746
342,20130606,19.39939376361378
343,20130607,21.501840550450634
344,20130613,29.882545617324492
345,20130614,28.426412088350236
346,20130617,23.40090279762961
347,20130618,24.612923548450652
348,20130619,21.061428369347485
349,20130620,24.48583053577517
350,20130621,27.617167158200445
351,20130624,39.13473398661811
352,20130625,36.747555648892344
353,20130626,39.719522768541886
354,20130627,34.94884466089159
355,20130628,33.5405222045281
356,20130701,28.267353055822444
357,20130702,26.63220015811855
358,20130703,26.661000695039036
359,20130704,22.185482294173603
360,20130705,21.94182902600879
361,20130708,24.643924227083257
362,20130709,20.66391020221579
363,20130710,18.598215542479377
364,20130711,13.983542705372003
365,20130712,10.585419730968606
366,20130715,17.556378931776557
367,20130716,23.05807667874167
368,20130717,23.836507500184123
369,20130718,21.468883641310324
370,20130719,18.616078011879004
371,20130722,28.132092229771473
372,20130723,18.035618554457297
373,20130724,22.754992749090235
374,20130725,21.095908896185964
375,20130726,27.04211836627329
376,20130729,31.495464924728644
377,20130730,21.34254226431496
378,20130731,18.29548545868374
379,20130801,15.960075253791498
380,20130802,15.691612005931702
381,20130805,18.422678243532083
382,20130806,26.781934166901124
383,20130807,27.56639648644028
384,20130808,32.480221843781756
385,20130809,26.90453318692252
386,20130812,16.723308725170106
387,20130813,16.011289943387908
388,20130814,16.893080862821343
389,20130815,10.470589066333547
390,20130816,9.4170488514558
391,20130819,11.02341809314412
392,20130820,11.257885903060615
393,20130821,9.098381501706204
394,20130822,10.55846938948148
395,20130823,14.917715429272292
396,20130826,12.719605443658526
397,20130827,12.693500362767304
398,20130828,12.127997788504707
399,20130829,13.02251448958652
400,20130830,15.471808485535604
401,20130902,26.958157974403168
402,20130903,22.199236973702938
403,20130904,18.978787502814754
404,20130905,17.896549014976216
405,20130906,18.01939654948695
406,20130909,22.572418450860148
407,20130910,26.46532981354697
408,20130911,16.300914389883218
409,20130912,22.031552650050816
410,20130913,18.497287742259136
411,20130916,16.709718191392604
412,20130917,27.533478785773845
413,20130918,26.03100001735384
414,20130923,25.947043705511117
415,20130924,24.80922756958727
416,20130925,23.693238103151888
417,20130926,24.001789254345425
418,20130927,26.89909009849702
419,20130930,24.101154080890453
420,20131008,20.082100086764115
421,20131009,20.20289650934025
422,20131010,16.647365958523004
423,20131011,18.936326006103208
424,20131014,21.440078622820867
425,20131015,18.35673681785275
426,20131016,11.94497775734624
427,20131017,11.969907444889174
428,20131018,12.69131262742066
429,20131021,12.200097106928446
430,20131022,10.090140731626823
431,20131023,9.15541963897805
432,20131024,15.769652511933074
433,20131025,16.48814347490334
434,20131028,17.973784294794534
435,20131029,14.977677157438446
436,20131030,16.002180984025987
437,20131031,14.500058624507993
438,20131101,14.398329629036963
439,20131104,23.614831960354717
440,20131105,25.116760381139347
441,20131106,21.210678534959662
442,20131107,20.77515078815017
443,20131108,21.99109066326431
444,20131111,21.991233611327203
445,20131112,16.154589421430458
446,20131113,14.550786730372623
447,20131114,21.765367795779547
448,20131115,18.521560497272866
449,20131118,10.417592467931101
450,20131119,13.444083762276092
451,20131120,14.892694221268425
452,20131121,15.850166611008753
453,20131122,18.028265701350804
454,20131125,16.580337390032597
455,20131126,10.06201921006164
456,20131127,10.550964086962294
457,20131128,10.678880438444912
458,20131129,9.454964515164244
459,20131202,14.951632316585894
460,20131203,10.995424477356016
461,20131204,12.73979970700423
462,20131205,13.801252160605097
463,20131206,11.221435070380979
464,20131209,14.201322128047222
465,20131210,12.26125154320232
466,20131211,11.311801512520265
467,20131212,16.009292188413923
468,20131213,17.528454040115914
469,20131216,10.987852238599636
470,20131217,14.785937325072032
471,20131218,16.1849371107115
472,20131219,11.82783983864391
473,20131220,20.506611890938913
474,20131223,23.025212651450424
475,20131224,17.83703698951189
476,20131225,16.587560815555953
477,20131226,21.51658340647206
478,20131227,19.011759454681375
479,20131230,23.558677654401535
480,20131231,19.735759809726922
481,20140102,22.800508717828492
482,20140103,22.66056302360147
483,20140106,18.462320669311566
484,20140107,23.52811973536573
485,20140108,24.22074275844139
486,20140109,25.00276759911827
487,20140110,22.191193958031246
488,20140113,19.253652221858403
489,20140114,15.123876719222807
490,20140115,23.869564089373053
491,20140116,20.23185109065627
492,20140117,23.05578642965289
493,20140120,16.978000038157372
494,20140121,16.78860815844686
495,20140122,15.237777185264921
496,20140123,14.45671294980762
497,20140124,12.552643783466314
498,20140127,9.483499857705441
499,20140128,9.93057876449363
500,20140129,10.676660483748169
501,20140130,12.063031911548897
502,20140207,14.633740656853277
503,20140210,15.165467681338695
504,20140211,13.900460242504913
505,20140212,13.251703624094953
506,20140213,9.808234598948152
507,20140214,12.608858812755802
508,20140217,13.529951454084852
509,20140218,9.944759537864751
510,20140219,10.419376716839057
511,20140220,31.377096919411066
512,20140221,24.784099951025382
513,20140224,26.11883050222295
514,20140225,21.77642653115563
515,20140226,28.319091987007734
516,20140227,40.459776682344526
517,20140228,39.300854859364286
518,20140303,40.514054592345545
519,20140304,33.502190991728746
520,20140305,21.718107226746223
521,20140306,24.625201521183985
522,20140307,33.19662767442379
523,20140310,26.550946347415355
524,20140311,29.593440972972093
525,20140312,17.421292744259446
526,20140313,19.945669996272862
527,20140314,17.681123349392728
528,20140317,19.03516752214701
529,20140318,17.530270282986898
530,20140319,19.33993683240376
531,20140320,17.518661506582443
532,20140321,21.222922897238426
533,20140324,19.186393595218338
534,20140325,15.885962222083272
535,20140326,13.916303434469343
536,20140327,11.225478819759113
537,20140328,13.651332324095883
538,20140331,14.05073388725261
539,20140401,14.362191373049626
540,20140402,16.53148631061515
541,20140403,15.03875658186131
542,20140404,13.846250416360764
543,20140408,16.258828280826595
544,20140409,18.255466876707416
545,20140410,24.814106552171815
546,20140411,22.553364228321126
547,20140414,23.832611811331944
548,20140415,19.30788457702891
549,20140416,17.241001436187606
550,20140417,16.122743720657297
551,20140418,16.08886487983888
552,20140421,12.15103433141156
553,20140422,13.668886179454367
554,20140423,15.03126097690334
555,20140424,13.741260020006502
556,20140425,9.372198211895189
557,20140428,10.10751685341378
558,20140429,12.064741294153606
559,20140430,11.951008306827863
560,20140505,11.843789576087797
561,20140506,10.811330302549614
562,20140507,10.00675361065934
563,20140508,11.206383026325023
564,20140509,9.782745948997423
565,20140512,10.494126482608479
566,20140513,9.839968670375786
567,20140514,9.31026525524376
568,20140515,8.932478190448782
569,20140516,9.91434067419755
570,20140519,9.601610220488748
571,20140520,9.622911554794037
572,20140521,10.479229501332759
573,20140522,10.308112060916908
574,20140523,11.617706096085556
575,20140526,11.5409932695494
576,20140527,12.080882403330316
577,20140528,10.960384680337363
578,20140529,13.447171501905864
579,20140530,11.949655754586544
580,20140603,13.461241357359617
581,20140604,11.691278226243076
582,20140605,15.0516585378903
583,20140606,15.387639784743962
584,20140609,19.044292174237775
585,20140610,20.570795209088978
586,20140611,23.25000439717854
587,20140612,20.795331834876464
588,20140613,21.95736665737472
589,20140616,21.513503264740578
590,20140617,18.275652742322777
591,20140618,20.043885595119463
592,20140619,15.310612836021342
593,20140620,17.72955020277609
594,20140623,18.04494656750155
595,20140624,19.981151320212945
596,20140625,16.166316219136718
597,20140626,15.481221956297777
598,20140627,15.862233730441261
599,20140630,16.115920026981524
600,20140701,16.297270403813883
601,20140702,14.14426481853483
602,20140703,14.525900688009953
603,20140704,12.509458821037718
604,20140707,11.079109335496263
605,20140708,11.365996605339749
606,20140709,10.902390100287718
607,20140710,10.272841513089372
608,20140711,11.12987751447541
609,20140714,14.819599873872004
610,20140715,16.60193916531154
611,20140716,14.589471919872047
612,20140717,12.697668557040005
613,20140718,16.15038428544802
614,20140721,21.1429096367559
615,20140722,21.9936615932139
616,20140723,20.68831357745308
617,20140724,23.179424948016333
618,20140725,24.520954417451353
619,20140728,23.267039943676686
620,20140729,21.91420607498589
621,20140730,18.886087773088875
622,20140731,19.43397030456319
623,20140801,23.13855187244418
624,20140804,21.901573399085166
625,20140805,19.717783068974427
626,20140806,17.915401039438102
627,20140807,13.555073920094921
628,20140808,15.210627838265872
629,20140811,17.354386594779477
630,20140812,17.04413815626457
631,20140813,15.934802839407471
632,20140814,21.685901698709863
633,20140815,25.793414919563364
634,20140818,25.560283220507646
635,20140819,23.631169275746363
636,20140820,19.85707825727199
637,20140821,22.93421273315244
638,20140822,20.88610166555846
639,20140825,18.44292648283488
640,20140826,16.64762345964611
641,20140827,16.69766675525511
642,20140828,18.061800008662157
643,20140829,20.13540488246809
644,20140901,20.50651489405149
645,20140902,20.14777208828605
646,20140903,24.243944026268142
647,20140904,26.490876753080983
648,20140905,34.616375081285625
649,20140909,31.04279876974768
650,20140910,28.165519074507053
651,20140911,23.968707405141764
652,20140912,27.91236884758492
653,20140915,25.233645145517098
654,20140916,16.37461437480668
655,20140917,20.19131921095679
656,20140918,24.890175102502994
657,20140919,26.901092558326912
658,20140922,25.392730182045206
659,20140923,26.908544555766245
660,20140924,28.034425387689133
661,20140925,23.15796471765242
662,20140926,23.17761815247428
663,20140929,23.71528355271922
664,20140930,21.16217390009924
665,20141008,25.953695477385544
666,20141009,23.210367806545438
667,20141010,20.118018804284418
668,20141013,24.326261198847
669,20141014,19.742535173633645
670,20141015,18.97696789391078
671,20141016,16.877633603672095
672,20141017,19.284159104319578
673,20141020,15.716444702966468
674,20141021,16.24025575971577
675,20141022,14.935116901292815
676,20141023,14.014102400893734
677,20141024,14.730753010372723
678,20141027,17.788167834395054
679,20141028,17.81352358515698
680,20141029,16.596045339649514
681,20141030,17.75704670561408
682,20141031,16.062560440478364
683,20141103,14.978884484872143
684,20141104,15.237838529596806
685,20141105,14.256968704264356
686,20141106,15.082225569254515
687,20141107,11.3480266557945
688,20141110,14.687683382737934
689,20141111,21.413141720665003
690,20141112,21.208773076064155
691,20141113,19.057055305075593
692,20141114,20.350893800908096
693,20141117,23.115678989018598
694,20141118,27.26586270984134
695,20141119,17.727653337531777
696,20141120,25.860292544927535
697,20141121,34.84964312820395
698,20141124,61.110300817657674
699,20141125,57.54286318734309
700,20141126,79.98304610700735
701,20141127,96.40419418745441
702,20141128,76.29353485243278
703,20141201,64.03414710961016
704,20141202,104.44060676737223
705,20141203,81.20471883203314
706,20141204,84.8577119013525
707,20141205,173.00182338341529
708,20141208,163.24093943417722
709,20141209,143.1104381579953
710,20141210,112.76541187695045
711,20141211,59.58659725269639
712,20141212,58.36426803612922
713,20141215,64.53754113176737
714,20141216,89.25240736065965
715,20141217,108.83618596711324
716,20141218,71.97123075317059
717,20141219,63.61145749536994
718,20141222,96.05457034324778
719,20141223,55.338212526948325
720,20141224,34.81592437456872
721,20141225,50.48765813789255
722,20141226,71.76943727612303
723,20141229,92.6467737427486
724,20141230,94.11032533108386
725,20141231,95.60634172421952
726,20150105,103.61443688168207
727,20150106,94.30192344830962
728,20150107,77.57443455433685
729,20150108,50.70069382452913
730,20150109,53.88427736043698
731,20150112,50.39985097448386
732,20150113,45.67894674721191
733,20150114,40.539783928361466
734,20150115,57.34061904120014
735,20150116,64.48135775573206
736,20150119,43.455923952875054
737,20150120,56.042786539133765
738,20150121,70.05935643205503
739,20150122,73.79696379427651
740,20150123,75.29416141542437
741,20150126,63.75439002660484
742,20150127,75.1218942804876
743,20150128,57.11160687470732
744,20150129,53.34875135628712
745,20150130,38.36994437181852
746,20150202,31.567000044478448
747,20150203,43.63877860991227
748,20150204,38.11981807687693
749,20150205,35.62450746567308
750,20150206,47.115954439849325
751,20150209,64.20767204049153
752,20150210,58.882041998639025
753,20150211,65.15000433027504
754,20150212,61.104603665948495
755,20150213,43.276229631214214
756,20150216,41.54652031961206
757,20150217,41.377873450637736
758,20150225,33.406803268766225
759,20150226,34.62776412806439
760,20150227,30.491034393031164
761,20150302,26.16227142363217
762,20150303,24.384775163060027
763,20150304,26.854716157480958
764,20150305,30.906866493644294
765,20150306,27.135786338822413
766,20150309,22.723437375657017
767,20150310,24.070346713452448
768,20150311,26.030683868473226
769,20150312,27.626946381200447
770,20150313,24.66197169462
771,20150316,25.492554044854934
772,20150317,20.76439505806781
773,20150318,17.625296749173263
774,20150319,15.809422752802618
775,20150320,16.875156683019743
776,20150323,16.759670449455104
777,20150324,18.693868435339716
778,20150325,18.635133250310727
779,20150326,20.262304820706685
780,20150327,17.241353296329326
781,20150330,25.488727766005496
782,20150331,24.66798050133328
783,20150401,28.480061499901467
784,20150402,27.665002754477307
785,20150403,33.27910998635836
786,20150407,33.82301696490967
787,20150408,38.47661883952672
788,20150409,35.842868573743445
789,20150410,38.81636222022633
790,20150413,59.349319817773164
791,20150414,56.972168348424056
792,20150415,62.81968121188767
793,20150416,70.30810269571373
794,20150417,65.52089896873383
795,20150420,60.14299455312715
796,20150421,74.83624170144877
797,20150422,84.28879638927577
798,20150423,74.52444295686018
799,20150424,76.65046656078847
800,20150427,102.92250796769679
801,20150428,86.13216469836114
802,20150429,67.92176197110956
803,20150430,60.2883812175681
804,20150504,52.88880771354929
805,20150505,54.17698724275474
806,20150506,60.84034056201969
807,20150507,57.8386108322318
808,20150508,50.018449940900844
809,20150511,52.14851327252674
810,20150512,50.62397216857379
811,20150513,43.36534054933563
812,20150514,42.55195113116227
813,20150515,32.34078486208433
814,20150518,30.418956793286693
815,20150519,34.16528615106695
816,20150520,38.4494918112168
817,20150521,47.82819200859935
818,20150522,49.28702701217508
819,20150525,50.00132375564772
820,20150526,61.121568854342044
821,20150527,75.13169069349749
822,20150528,52.38785596885518
823,20150529,64.83520173564754
824,20150601,70.29716000571511
825,20150602,59.39555726804311
826,20150603,50.03105521682143
827,20150604,51.31481478397396
828,20150605,46.29429170206876
829,20150608,46.338746480274125
830,20150609,44.96027929256938
831,20150610,41.570677654269936
832,20150611,43.36295549493955
833,20150612,44.43239426496215
834,20150615,40.86099886626863
835,20150616,27.26181532227411
836,20150617,27.761642661730654
837,20150618,23.48229560351141
838,20150619,20.486581170431947
839,20150623,32.41989874973667
840,20150624,32.36723601084517
841,20150625,27.791694364114598
842,20150626,29.399408644964574
843,20150629,44.28928634832047
844,20150630,45.36921991123819
845,20150701,50.1107781895498
846,20150702,56.278236171309224
847,20150703,48.86696644652043
848,20150706,61.359721711352506
849,20150707,106.89045780061149
850,20150708,88.07546018810862
851,20150709,71.80091709516932
852,20150710,44.370372291905035
853,20150713,36.80828697365979
854,20150714,42.67802289818067
855,20150715,50.064037241052
856,20150716,45.49258942973813
857,20150717,41.8819303162042
858,20150720,43.18253638501797
859,20150721,39.09323049005867
860,20150722,40.74830310853753
861,20150723,35.47026302475754
862,20150724,33.42710503933863
863,20150727,30.00784941326624
864,20150728,34.65293325455802
865,20150729,35.41646076243843
866,20150730,33.99387403688966
867,20150731,43.57207782617342
868,20150803,65.74180885888975
869,20150804,56.67858158122013
870,20150805,54.27152765771312
871,20150806,56.919318772003955
872,20150807,52.13506426744526
873,20150810,49.8632365614428
874,20150811,41.513933370615604
875,20150812,34.429411221064356
876,20150813,32.74770818463425
877,20150814,29.20182662717483
878,20150817,29.988883239170477
879,20150818,30.228200849756362
880,20150819,32.66413809759686
881,20150820,32.12227011826886
882,20150821,34.66669646854841
883,20150824,24.76126207963055
884,20150825,38.835833089083046
885,20150826,55.2030673806965
886,20150827,67.85799568239625
887,20150828,49.621801006387756
888,20150831,50.820182511133666
889,20150901,34.72416457408991
890,20150902,45.45364662946288
891,20150907,33.244909283622924
892,20150908,38.99454971102095
893,20150909,30.193895191424737
894,20150910,35.0569263008701
895,20150911,31.393576599528775
896,20150914,49.13731546701824
897,20150915,43.149816567261155
898,20150916,39.41416298213196
899,20150917,31.835973050633953
900,20150918,31.157419936463562
